# M/Msun	Teff_K	Tcore_K
# 
1.05000e+00	7.73909e+03	2.69498e+06
1.05000e+00	7.88059e+03	2.77659e+06
1.05000e+00	8.01093e+03	2.85446e+06
1.05000e+00	8.15929e+03	2.94207e+06
1.05000e+00	8.30414e+03	3.02964e+06
1.05000e+00	8.45434e+03	3.12148e+06
1.05000e+00	8.60661e+03	3.21577e+06
1.05000e+00	8.77286e+03	3.31890e+06
1.05000e+00	8.93116e+03	3.42047e+06
1.05000e+00	9.08593e+03	3.51940e+06
1.05000e+00	9.24734e+03	3.62407e+06
1.05000e+00	9.41430e+03	3.73221e+06
1.05000e+00	9.58894e+03	3.84860e+06
1.05000e+00	9.75783e+03	3.96219e+06
1.05000e+00	9.92839e+03	4.07835e+06
1.05000e+00	1.01008e+04	4.19722e+06
1.05000e+00	1.02744e+04	4.31855e+06
1.05000e+00	1.04502e+04	4.44294e+06
1.05000e+00	1.06229e+04	4.56695e+06
1.05000e+00	1.08030e+04	4.69650e+06
1.05000e+00	1.09751e+04	4.82465e+06
1.05000e+00	1.11463e+04	4.95233e+06
1.05000e+00	1.13142e+04	5.07909e+06
1.05000e+00	1.14677e+04	5.19530e+06
1.05000e+00	1.16246e+04	5.31800e+06
1.05000e+00	1.17987e+04	5.45445e+06
1.05000e+00	1.19635e+04	5.58529e+06
1.05000e+00	1.21316e+04	5.72033e+06
1.05000e+00	1.23002e+04	5.85740e+06
1.05000e+00	1.24642e+04	5.99222e+06
1.05000e+00	1.26363e+04	6.13756e+06
1.05000e+00	1.27985e+04	6.27408e+06
1.05000e+00	1.29686e+04	6.41814e+06
1.05000e+00	1.31355e+04	6.56071e+06
1.05000e+00	1.33361e+04	6.73845e+06
1.05000e+00	1.35497e+04	6.92992e+06
1.05000e+00	1.37772e+04	7.13618e+06
1.05000e+00	1.40892e+04	7.42843e+06
1.05000e+00	1.44218e+04	7.74157e+06
1.05000e+00	1.47784e+04	8.09523e+06
1.05000e+00	1.51264e+04	8.44112e+06
1.05000e+00	1.54842e+04	8.79593e+06
1.05000e+00	1.58479e+04	9.04507e+06
1.05000e+00	1.62647e+04	9.44863e+06
1.05000e+00	1.65980e+04	9.78678e+06
1.05000e+00	1.68342e+04	1.00297e+07
1.05000e+00	1.70635e+04	1.02681e+07
1.05000e+00	1.72965e+04	1.05130e+07
1.05000e+00	1.75335e+04	1.07645e+07
1.05000e+00	1.77744e+04	1.10229e+07
1.05000e+00	1.80193e+04	1.12881e+07
1.05000e+00	1.82683e+04	1.15604e+07
1.05000e+00	1.85216e+04	1.18402e+07
1.05000e+00	1.87794e+04	1.21277e+07
1.05000e+00	1.90417e+04	1.24231e+07
1.05000e+00	1.93084e+04	1.27269e+07
1.05000e+00	1.95798e+04	1.30394e+07
1.05000e+00	1.98558e+04	1.33607e+07
1.05000e+00	2.01365e+04	1.36913e+07
1.05000e+00	2.04217e+04	1.40310e+07
1.05000e+00	2.07115e+04	1.43800e+07
1.05000e+00	2.10061e+04	1.47388e+07
1.05000e+00	2.13057e+04	1.51077e+07
1.05000e+00	2.16104e+04	1.54871e+07
1.05000e+00	2.19201e+04	1.58773e+07
1.05000e+00	2.22348e+04	1.62789e+07
1.05000e+00	2.25545e+04	1.66921e+07
1.05000e+00	2.28794e+04	1.71168e+07
1.05000e+00	2.32102e+04	1.75536e+07
1.05000e+00	2.35465e+04	1.80025e+07
1.05000e+00	2.38895e+04	1.84641e+07
1.05000e+00	2.42389e+04	1.89388e+07
1.05000e+00	2.45949e+04	1.94269e+07
1.05000e+00	2.49578e+04	1.99293e+07
1.05000e+00	2.53278e+04	2.04468e+07
1.05000e+00	2.57041e+04	2.09797e+07
1.05000e+00	2.60865e+04	2.15282e+07
1.05000e+00	2.64749e+04	2.20927e+07
1.05000e+00	2.68692e+04	2.26736e+07
1.05000e+00	2.72698e+04	2.32714e+07
1.05000e+00	2.76767e+04	2.38865e+07
1.05000e+00	2.80898e+04	2.45199e+07
1.05000e+00	2.85106e+04	2.51727e+07
1.05000e+00	2.89382e+04	2.58454e+07
1.05000e+00	2.93731e+04	2.65388e+07
1.05000e+00	2.98152e+04	2.72539e+07
1.05000e+00	3.02648e+04	2.79914e+07
1.05000e+00	3.07216e+04	2.87521e+07
1.05000e+00	3.11856e+04	2.95363e+07
1.05000e+00	3.16570e+04	3.03453e+07
1.05000e+00	3.21359e+04	3.11804e+07
1.05000e+00	3.26224e+04	3.20425e+07
1.05000e+00	3.31166e+04	3.29331e+07
1.05000e+00	3.36185e+04	3.38533e+07
1.05000e+00	3.41283e+04	3.48041e+07
1.05000e+00	3.46466e+04	3.57875e+07
1.05000e+00	3.51721e+04	3.68036e+07
1.05000e+00	3.57067e+04	3.78552e+07
1.05000e+00	3.62486e+04	3.89432e+07
1.05000e+00	3.68000e+04	4.00717e+07
1.05000e+00	3.73586e+04	4.12445e+07
1.05000e+00	3.79205e+04	4.24613e+07
1.05000e+00	3.84940e+04	4.37292e+07
1.05000e+00	3.90693e+04	4.50497e+07
1.05000e+00	3.96495e+04	4.64266e+07
1.05000e+00	4.02336e+04	4.78635e+07
1.05000e+00	4.08228e+04	4.93678e+07
1.05000e+00	4.14073e+04	5.09359e+07
1.05000e+00	4.20010e+04	5.25752e+07
1.05000e+00	4.25897e+04	5.42764e+07
1.05000e+00	4.31892e+04	5.60382e+07
1.05000e+00	4.37894e+04	5.78452e+07
1.05000e+00	4.44001e+04	5.96777e+07
1.05000e+00	4.50253e+04	6.15054e+07
1.05000e+00	4.56800e+04	6.33060e+07
1.05000e+00	4.63613e+04	6.50537e+07
1.05000e+00	4.70814e+04	6.67304e+07
1.05000e+00	4.78468e+04	6.83255e+07
1.05000e+00	4.86607e+04	6.98327e+07
1.05000e+00	4.95328e+04	7.12564e+07
1.05000e+00	5.04571e+04	7.26009e+07
1.05000e+00	5.14369e+04	7.38720e+07
1.05000e+00	5.24774e+04	7.50784e+07
1.05000e+00	5.35726e+04	7.62276e+07
1.05000e+00	5.47236e+04	7.73252e+07
1.05000e+00	5.59335e+04	7.83789e+07
1.05000e+00	5.71960e+04	7.93928e+07
1.05000e+00	5.85182e+04	8.03735e+07
1.05000e+00	5.98900e+04	8.13235e+07
1.05000e+00	6.13149e+04	8.22445e+07
1.05000e+00	6.27960e+04	8.31388e+07
1.05000e+00	6.43364e+04	8.40108e+07
1.05000e+00	6.59375e+04	8.48647e+07
1.05000e+00	6.75923e+04	8.57018e+07
1.05000e+00	6.93102e+04	8.65259e+07
1.05000e+00	7.15877e+04	8.75657e+07
1.05000e+00	7.42550e+04	8.87111e+07
1.05000e+00	7.74244e+04	8.99856e+07
1.05000e+00	8.12422e+04	9.14223e+07
1.05000e+00	8.58236e+04	9.30668e+07
1.05000e+00	9.15068e+04	9.49865e+07
1.05000e+00	9.87579e+04	9.72832e+07
1.05000e+00	1.08462e+05	1.00123e+08
1.05000e+00	1.22550e+05	1.03802e+08
1.05000e+00	1.46261e+05	1.08893e+08
1.10000e+00	1.48553e+03	3.53332e+04
1.10000e+00	1.51550e+03	3.74667e+04
1.10000e+00	1.54630e+03	3.97413e+04
1.10000e+00	1.57753e+03	4.21401e+04
1.10000e+00	1.60988e+03	4.47091e+04
1.10000e+00	1.64515e+03	4.74554e+04
1.10000e+00	1.68183e+03	5.03425e+04
1.10000e+00	1.72047e+03	5.34300e+04
1.10000e+00	1.76147e+03	5.67482e+04
1.10000e+00	1.80424e+03	6.02558e+04
1.10000e+00	1.84895e+03	6.39664e+04
1.10000e+00	1.89672e+03	6.79509e+04
1.10000e+00	1.94699e+03	7.22005e+04
1.10000e+00	1.99903e+03	7.67132e+04
1.10000e+00	2.05396e+03	8.15925e+04
1.10000e+00	2.10913e+03	8.66261e+04
1.10000e+00	2.16896e+03	9.21886e+04
1.10000e+00	2.23160e+03	9.81671e+04
1.10000e+00	2.29346e+03	1.04238e+05
1.10000e+00	2.36216e+03	1.11121e+05
1.10000e+00	2.43269e+03	1.18412e+05
1.10000e+00	2.50572e+03	1.26169e+05
1.10000e+00	2.58227e+03	1.34534e+05
1.10000e+00	2.65734e+03	1.42999e+05
1.10000e+00	2.73754e+03	1.52307e+05
1.10000e+00	2.82930e+03	1.63340e+05
1.10000e+00	2.91561e+03	1.74142e+05
1.10000e+00	2.99540e+03	1.84495e+05
1.10000e+00	3.08202e+03	1.96191e+05
1.10000e+00	3.17335e+03	2.09079e+05
1.10000e+00	3.25089e+03	2.20510e+05
1.10000e+00	3.32608e+03	2.32075e+05
1.10000e+00	3.39322e+03	2.42820e+05
1.10000e+00	3.47055e+03	2.55733e+05
1.10000e+00	3.55082e+03	2.69774e+05
1.10000e+00	3.64150e+03	2.86392e+05
1.10000e+00	3.70546e+03	2.98701e+05
1.10000e+00	3.78479e+03	3.14588e+05
1.10000e+00	3.84801e+03	3.27877e+05
1.10000e+00	3.92142e+03	3.44017e+05
1.10000e+00	4.00526e+03	3.63444e+05
1.10000e+00	4.06708e+03	3.78732e+05
1.10000e+00	4.13766e+03	3.96932e+05
1.10000e+00	4.20962e+03	4.16210e+05
1.10000e+00	4.28224e+03	4.36090e+05
1.10000e+00	4.36595e+03	4.59268e+05
1.10000e+00	4.43510e+03	4.79188e+05
1.10000e+00	4.51324e+03	5.02177e+05
1.10000e+00	4.59173e+03	5.26199e+05
1.10000e+00	4.66990e+03	5.51304e+05
1.10000e+00	4.74769e+03	5.77715e+05
1.10000e+00	4.83146e+03	6.07735e+05
1.10000e+00	4.90453e+03	6.35842e+05
1.10000e+00	4.98393e+03	6.67420e+05
1.10000e+00	5.06437e+03	7.00892e+05
1.10000e+00	5.14449e+03	7.36319e+05
1.10000e+00	5.22211e+03	7.73733e+05
1.10000e+00	5.29610e+03	8.13388e+05
1.10000e+00	5.36685e+03	8.55563e+05
1.10000e+00	5.43837e+03	9.02099e+05
1.10000e+00	5.50473e+03	9.48602e+05
1.10000e+00	5.57452e+03	9.99546e+05
1.10000e+00	5.64580e+03	1.05385e+06
1.10000e+00	5.71637e+03	1.11168e+06
1.10000e+00	5.78544e+03	1.17308e+06
1.10000e+00	5.85487e+03	1.23796e+06
1.10000e+00	5.92871e+03	1.30744e+06
1.10000e+00	6.00256e+03	1.37768e+06
1.10000e+00	6.07868e+03	1.45140e+06
1.10000e+00	6.15536e+03	1.52680e+06
1.10000e+00	6.23535e+03	1.60271e+06
1.10000e+00	6.32605e+03	1.67992e+06
1.10000e+00	6.40545e+03	1.74124e+06
1.10000e+00	6.46367e+03	1.78315e+06
1.10000e+00	6.51772e+03	1.82020e+06
1.10000e+00	6.57428e+03	1.85711e+06
1.10000e+00	6.63384e+03	1.89397e+06
1.10000e+00	6.70084e+03	1.93273e+06
1.10000e+00	6.76866e+03	1.97089e+06
1.10000e+00	6.84392e+03	2.01106e+06
1.10000e+00	6.92682e+03	2.05367e+06
1.10000e+00	7.01563e+03	2.09872e+06
1.10000e+00	7.10315e+03	2.14383e+06
1.10000e+00	7.20214e+03	2.19386e+06
1.10000e+00	7.30782e+03	2.24741e+06
1.10000e+00	7.41844e+03	2.30484e+06
1.10000e+00	7.53601e+03	2.36583e+06
1.10000e+00	7.66506e+03	2.43280e+06
1.10000e+00	7.79086e+03	2.50002e+06
1.10000e+00	7.92497e+03	2.57182e+06
1.10000e+00	8.06804e+03	2.64845e+06
1.10000e+00	8.21034e+03	2.72720e+06
1.10000e+00	8.36629e+03	2.81276e+06
1.10000e+00	8.51070e+03	2.89470e+06
1.10000e+00	8.67201e+03	2.98542e+06
1.10000e+00	8.83167e+03	3.07715e+06
1.10000e+00	8.98251e+03	3.16598e+06
1.10000e+00	9.15242e+03	3.26492e+06
1.10000e+00	9.31638e+03	3.36258e+06
1.10000e+00	9.48208e+03	3.46238e+06
1.10000e+00	9.64946e+03	3.56432e+06
1.10000e+00	9.81862e+03	3.66850e+06
1.10000e+00	9.98938e+03	3.77486e+06
1.10000e+00	1.01624e+04	3.88383e+06
1.10000e+00	1.03340e+04	3.99339e+06
1.10000e+00	1.05232e+04	4.11426e+06
1.10000e+00	1.06990e+04	4.23055e+06
1.10000e+00	1.08669e+04	4.34128e+06
1.10000e+00	1.10435e+04	4.45925e+06
1.10000e+00	1.12070e+04	4.56879e+06
1.10000e+00	1.13723e+04	4.68376e+06
1.10000e+00	1.15570e+04	4.81066e+06
1.10000e+00	1.17172e+04	4.92483e+06
1.10000e+00	1.18881e+04	5.04474e+06
1.10000e+00	1.20493e+04	5.16218e+06
1.10000e+00	1.22212e+04	5.28579e+06
1.10000e+00	1.23936e+04	5.41256e+06
1.10000e+00	1.25640e+04	5.53934e+06
1.10000e+00	1.27287e+04	5.66332e+06
1.10000e+00	1.28975e+04	5.79167e+06
1.10000e+00	1.30678e+04	5.92258e+06
1.10000e+00	1.32576e+04	6.07033e+06
1.10000e+00	1.34381e+04	6.21247e+06
1.10000e+00	1.36466e+04	6.37864e+06
1.10000e+00	1.39005e+04	6.58470e+06
1.10000e+00	1.42294e+04	6.85589e+06
1.10000e+00	1.45831e+04	7.15489e+06
1.10000e+00	1.49563e+04	7.47706e+06
1.10000e+00	1.53313e+04	7.80953e+06
1.10000e+00	1.57330e+04	8.17918e+06
1.10000e+00	1.61208e+04	8.53971e+06
1.10000e+00	1.65280e+04	8.93380e+06
1.10000e+00	1.69447e+04	9.35339e+06
1.10000e+00	1.73563e+04	9.75949e+06
1.10000e+00	1.77652e+04	1.00873e+07
1.10000e+00	1.82270e+04	1.04812e+07
1.10000e+00	1.86761e+04	1.09338e+07
1.10000e+00	1.89993e+04	1.12645e+07
1.10000e+00	1.92604e+04	1.15347e+07
1.10000e+00	1.95260e+04	1.18120e+07
1.10000e+00	1.97961e+04	1.20969e+07
1.10000e+00	2.00709e+04	1.23896e+07
1.10000e+00	2.03504e+04	1.26906e+07
1.10000e+00	2.06346e+04	1.30000e+07
1.10000e+00	2.09237e+04	1.33182e+07
1.10000e+00	2.12177e+04	1.36456e+07
1.10000e+00	2.15164e+04	1.39822e+07
1.10000e+00	2.18197e+04	1.43278e+07
1.10000e+00	2.21280e+04	1.46831e+07
1.10000e+00	2.24414e+04	1.50482e+07
1.10000e+00	2.27599e+04	1.54236e+07
1.10000e+00	2.30835e+04	1.58095e+07
1.10000e+00	2.34122e+04	1.62064e+07
1.10000e+00	2.37461e+04	1.66147e+07
1.10000e+00	2.40859e+04	1.70347e+07
1.10000e+00	2.44313e+04	1.74663e+07
1.10000e+00	2.47829e+04	1.79101e+07
1.10000e+00	2.51409e+04	1.83661e+07
1.10000e+00	2.55057e+04	1.88348e+07
1.10000e+00	2.58775e+04	1.93167e+07
1.10000e+00	2.62560e+04	1.98123e+07
1.10000e+00	2.66420e+04	2.03225e+07
1.10000e+00	2.70347e+04	2.08480e+07
1.10000e+00	2.74338e+04	2.13889e+07
1.10000e+00	2.78391e+04	2.19455e+07
1.10000e+00	2.82508e+04	2.25185e+07
1.10000e+00	2.86690e+04	2.31081e+07
1.10000e+00	2.90936e+04	2.37149e+07
1.10000e+00	2.95248e+04	2.43392e+07
1.10000e+00	2.99631e+04	2.49820e+07
1.10000e+00	3.04092e+04	2.56443e+07
1.10000e+00	3.08627e+04	2.63269e+07
1.10000e+00	3.13236e+04	2.70304e+07
1.10000e+00	3.17926e+04	2.77558e+07
1.10000e+00	3.22692e+04	2.85038e+07
1.10000e+00	3.27532e+04	2.92749e+07
1.10000e+00	3.32449e+04	3.00695e+07
1.10000e+00	3.37445e+04	3.08892e+07
1.10000e+00	3.42523e+04	3.17353e+07
1.10000e+00	3.47682e+04	3.26085e+07
1.10000e+00	3.52926e+04	3.35104e+07
1.10000e+00	3.58256e+04	3.44421e+07
1.10000e+00	3.63676e+04	3.54046e+07
1.10000e+00	3.69186e+04	3.63990e+07
1.10000e+00	3.74787e+04	3.74267e+07
1.10000e+00	3.80480e+04	3.84903e+07
1.10000e+00	3.86237e+04	3.95889e+07
1.10000e+00	3.92132e+04	4.07294e+07
1.10000e+00	3.98048e+04	4.19103e+07
1.10000e+00	4.04098e+04	4.31394e+07
1.10000e+00	4.10187e+04	4.44182e+07
1.10000e+00	4.16341e+04	4.57505e+07
1.10000e+00	4.22551e+04	4.71410e+07
1.10000e+00	4.28805e+04	4.85947e+07
1.10000e+00	4.35106e+04	5.01203e+07
1.10000e+00	4.41349e+04	5.17170e+07
1.10000e+00	4.47664e+04	5.33968e+07
1.10000e+00	4.53920e+04	5.51631e+07
1.10000e+00	4.60146e+04	5.70151e+07
1.10000e+00	4.66422e+04	5.89553e+07
1.10000e+00	4.72656e+04	6.09725e+07
1.10000e+00	4.78928e+04	6.30456e+07
1.10000e+00	4.85297e+04	6.51450e+07
1.10000e+00	4.91851e+04	6.72365e+07
1.10000e+00	4.98689e+04	6.92846e+07
1.10000e+00	5.05913e+04	7.12587e+07
1.10000e+00	5.13617e+04	7.31375e+07
1.10000e+00	5.21864e+04	7.49085e+07
1.10000e+00	5.30754e+04	7.65715e+07
1.10000e+00	5.40252e+04	7.81304e+07
1.10000e+00	5.50402e+04	7.95930e+07
1.10000e+00	5.61201e+04	8.09679e+07
1.10000e+00	5.72677e+04	8.22657e+07
1.10000e+00	5.84783e+04	8.34953e+07
1.10000e+00	5.97524e+04	8.46644e+07
1.10000e+00	6.10909e+04	8.57808e+07
1.10000e+00	6.24891e+04	8.68492e+07
1.10000e+00	6.39474e+04	8.78727e+07
1.10000e+00	6.54680e+04	8.88558e+07
1.10000e+00	6.70559e+04	8.98043e+07
1.10000e+00	6.87052e+04	9.07204e+07
1.10000e+00	7.04274e+04	9.16123e+07
1.10000e+00	7.22111e+04	9.24817e+07
1.10000e+00	7.43865e+04	9.34794e+07
1.10000e+00	7.69231e+04	9.45671e+07
1.10000e+00	7.99229e+04	9.57633e+07
1.10000e+00	8.35125e+04	9.70926e+07
1.10000e+00	8.78262e+04	9.85884e+07
1.10000e+00	9.31366e+04	1.00298e+08
1.10000e+00	9.98241e+04	1.02289e+08
1.10000e+00	1.08624e+05	1.04667e+08
1.10000e+00	1.20951e+05	1.07605e+08
1.10000e+00	1.40907e+05	1.11403e+08
1.15000e+00	1.48185e+03	3.01036e+04
1.15000e+00	1.51089e+03	3.18814e+04
1.15000e+00	1.54067e+03	3.37520e+04
1.15000e+00	1.57120e+03	3.57338e+04
1.15000e+00	1.60295e+03	3.78645e+04
1.15000e+00	1.63552e+03	4.01300e+04
1.15000e+00	1.66856e+03	4.25208e+04
1.15000e+00	1.70278e+03	4.50887e+04
1.15000e+00	1.73931e+03	4.78254e+04
1.15000e+00	1.77804e+03	5.06984e+04
1.15000e+00	1.81925e+03	5.37754e+04
1.15000e+00	1.86349e+03	5.70761e+04
1.15000e+00	1.90927e+03	6.05243e+04
1.15000e+00	1.95732e+03	6.42306e+04
1.15000e+00	2.00742e+03	6.81860e+04
1.15000e+00	2.05982e+03	7.23967e+04
1.15000e+00	2.11412e+03	7.68757e+04
1.15000e+00	2.17079e+03	8.16667e+04
1.15000e+00	2.22979e+03	8.67691e+04
1.15000e+00	2.28951e+03	9.20789e+04
1.15000e+00	2.35473e+03	9.79941e+04
1.15000e+00	2.42181e+03	1.04242e+05
1.15000e+00	2.48792e+03	1.10597e+05
1.15000e+00	2.56310e+03	1.17980e+05
1.15000e+00	2.63411e+03	1.25202e+05
1.15000e+00	2.71175e+03	1.33300e+05
1.15000e+00	2.78610e+03	1.41292e+05
1.15000e+00	2.86403e+03	1.49971e+05
1.15000e+00	2.94630e+03	1.59441e+05
1.15000e+00	3.03446e+03	1.70004e+05
1.15000e+00	3.13954e+03	1.83197e+05
1.15000e+00	3.21987e+03	1.93786e+05
1.15000e+00	3.29896e+03	2.04714e+05
1.15000e+00	3.38399e+03	2.17032e+05
1.15000e+00	3.45349e+03	2.27605e+05
1.15000e+00	3.51277e+03	2.36855e+05
1.15000e+00	3.57428e+03	2.46789e+05
1.15000e+00	3.63644e+03	2.57253e+05
1.15000e+00	3.69751e+03	2.67806e+05
1.15000e+00	3.77214e+03	2.81375e+05
1.15000e+00	3.85811e+03	2.97677e+05
1.15000e+00	3.93330e+03	3.12745e+05
1.15000e+00	3.99218e+03	3.25081e+05
1.15000e+00	4.06907e+03	3.41937e+05
1.15000e+00	4.12784e+03	3.55431e+05
1.15000e+00	4.19822e+03	3.72176e+05
1.15000e+00	4.26952e+03	3.89704e+05
1.15000e+00	4.34621e+03	4.09021e+05
1.15000e+00	4.41003e+03	4.25582e+05
1.15000e+00	4.48567e+03	4.45558e+05
1.15000e+00	4.56315e+03	4.66554e+05
1.15000e+00	4.65145e+03	4.91367e+05
1.15000e+00	4.72056e+03	5.12038e+05
1.15000e+00	4.79746e+03	5.36315e+05
1.15000e+00	4.87373e+03	5.62031e+05
1.15000e+00	4.95057e+03	5.89371e+05
1.15000e+00	5.02905e+03	6.18445e+05
1.15000e+00	5.10857e+03	6.49066e+05
1.15000e+00	5.19415e+03	6.83809e+05
1.15000e+00	5.26646e+03	7.16094e+05
1.15000e+00	5.34076e+03	7.52598e+05
1.15000e+00	5.41173e+03	7.91338e+05
1.15000e+00	5.48076e+03	8.32607e+05
1.15000e+00	5.54961e+03	8.76670e+05
1.15000e+00	5.61932e+03	9.23496e+05
1.15000e+00	5.69321e+03	9.75127e+05
1.15000e+00	5.76152e+03	1.02667e+06
1.15000e+00	5.83099e+03	1.08333e+06
1.15000e+00	5.90063e+03	1.14310e+06
1.15000e+00	5.97309e+03	1.20597e+06
1.15000e+00	6.04884e+03	1.27179e+06
1.15000e+00	6.12582e+03	1.33969e+06
1.15000e+00	6.20514e+03	1.41049e+06
1.15000e+00	6.28466e+03	1.47950e+06
1.15000e+00	6.37505e+03	1.55024e+06
1.15000e+00	6.44525e+03	1.60001e+06
1.15000e+00	6.49507e+03	1.63338e+06
1.15000e+00	6.54883e+03	1.66782e+06
1.15000e+00	6.60500e+03	1.70208e+06
1.15000e+00	6.66432e+03	1.73636e+06
1.15000e+00	6.72784e+03	1.77106e+06
1.15000e+00	6.79668e+03	1.80668e+06
1.15000e+00	6.87110e+03	1.84347e+06
1.15000e+00	6.95527e+03	1.88338e+06
1.15000e+00	7.03789e+03	1.92272e+06
1.15000e+00	7.12760e+03	1.96464e+06
1.15000e+00	7.22242e+03	2.00888e+06
1.15000e+00	7.32313e+03	2.05590e+06
1.15000e+00	7.43474e+03	2.10786e+06
1.15000e+00	7.54816e+03	2.16180e+06
1.15000e+00	7.67477e+03	2.22164e+06
1.15000e+00	7.80425e+03	2.28386e+06
1.15000e+00	7.94183e+03	2.35029e+06
1.15000e+00	8.08266e+03	2.41898e+06
1.15000e+00	8.22987e+03	2.49218e+06
1.15000e+00	8.37609e+03	2.56636e+06
1.15000e+00	8.52996e+03	2.64410e+06
1.15000e+00	8.68000e+03	2.72211e+06
1.15000e+00	8.83599e+03	2.80353e+06
1.15000e+00	9.00299e+03	2.89092e+06
1.15000e+00	9.15779e+03	2.97450e+06
1.15000e+00	9.32995e+03	3.06666e+06
1.15000e+00	9.48852e+03	3.15439e+06
1.15000e+00	9.65380e+03	3.24588e+06
1.15000e+00	9.83328e+03	3.34508e+06
1.15000e+00	9.99328e+03	3.43683e+06
1.15000e+00	1.01774e+04	3.54076e+06
1.15000e+00	1.03398e+04	3.63592e+06
1.15000e+00	1.05285e+04	3.74473e+06
1.15000e+00	1.06935e+04	3.84358e+06
1.15000e+00	1.08819e+04	3.95474e+06
1.15000e+00	1.10646e+04	4.06486e+06
1.15000e+00	1.12279e+04	4.16619e+06
1.15000e+00	1.14049e+04	4.27401e+06
1.15000e+00	1.15922e+04	4.39069e+06
1.15000e+00	1.17436e+04	4.48824e+06
1.15000e+00	1.19198e+04	4.59928e+06
1.15000e+00	1.20983e+04	4.71458e+06
1.15000e+00	1.22685e+04	4.82596e+06
1.15000e+00	1.24426e+04	4.94104e+06
1.15000e+00	1.26184e+04	5.05836e+06
1.15000e+00	1.27906e+04	5.17465e+06
1.15000e+00	1.29605e+04	5.29067e+06
1.15000e+00	1.31316e+04	5.40898e+06
1.15000e+00	1.33317e+04	5.54730e+06
1.15000e+00	1.35099e+04	5.67465e+06
1.15000e+00	1.36991e+04	5.80901e+06
1.15000e+00	1.39258e+04	5.97182e+06
1.15000e+00	1.41825e+04	6.16064e+06
1.15000e+00	1.45118e+04	6.40618e+06
1.15000e+00	1.48865e+04	6.69075e+06
1.15000e+00	1.52554e+04	6.97681e+06
1.15000e+00	1.56538e+04	7.29295e+06
1.15000e+00	1.60641e+04	7.62704e+06
1.15000e+00	1.64849e+04	7.97890e+06
1.15000e+00	1.69147e+04	8.34791e+06
1.15000e+00	1.73575e+04	8.73730e+06
1.15000e+00	1.78039e+04	9.13926e+06
1.15000e+00	1.82675e+04	9.57090e+06
1.15000e+00	1.87351e+04	1.00186e+07
1.15000e+00	1.92105e+04	1.04895e+07
1.15000e+00	1.96841e+04	1.09614e+07
1.15000e+00	2.01583e+04	1.14001e+07
1.15000e+00	2.06645e+04	1.17606e+07
1.15000e+00	2.11359e+04	1.22300e+07
1.15000e+00	2.14728e+04	1.25702e+07
1.15000e+00	2.17704e+04	1.28743e+07
1.15000e+00	2.20730e+04	1.31870e+07
1.15000e+00	2.23806e+04	1.35085e+07
1.15000e+00	2.26934e+04	1.38391e+07
1.15000e+00	2.30109e+04	1.41787e+07
1.15000e+00	2.33335e+04	1.45276e+07
1.15000e+00	2.36613e+04	1.48861e+07
1.15000e+00	2.39944e+04	1.52546e+07
1.15000e+00	2.43328e+04	1.56334e+07
1.15000e+00	2.46764e+04	1.60229e+07
1.15000e+00	2.50253e+04	1.64232e+07
1.15000e+00	2.53803e+04	1.68353e+07
1.15000e+00	2.57413e+04	1.72589e+07
1.15000e+00	2.61085e+04	1.76942e+07
1.15000e+00	2.64825e+04	1.81414e+07
1.15000e+00	2.68633e+04	1.86010e+07
1.15000e+00	2.72509e+04	1.90732e+07
1.15000e+00	2.76457e+04	1.95584e+07
1.15000e+00	2.80479e+04	2.00574e+07
1.15000e+00	2.84574e+04	2.05710e+07
1.15000e+00	2.88739e+04	2.10998e+07
1.15000e+00	2.92970e+04	2.16441e+07
1.15000e+00	2.97268e+04	2.22042e+07
1.15000e+00	3.01634e+04	2.27808e+07
1.15000e+00	3.06068e+04	2.33744e+07
1.15000e+00	3.10572e+04	2.39852e+07
1.15000e+00	3.15142e+04	2.46134e+07
1.15000e+00	3.19790e+04	2.52603e+07
1.15000e+00	3.24517e+04	2.59266e+07
1.15000e+00	3.29323e+04	2.66130e+07
1.15000e+00	3.34209e+04	2.73204e+07
1.15000e+00	3.39176e+04	2.80497e+07
1.15000e+00	3.44225e+04	2.88015e+07
1.15000e+00	3.49352e+04	2.95760e+07
1.15000e+00	3.54560e+04	3.03740e+07
1.15000e+00	3.59854e+04	3.11972e+07
1.15000e+00	3.65235e+04	3.20464e+07
1.15000e+00	3.70705e+04	3.29229e+07
1.15000e+00	3.76266e+04	3.38276e+07
1.15000e+00	3.81923e+04	3.47615e+07
1.15000e+00	3.87684e+04	3.57263e+07
1.15000e+00	3.93540e+04	3.67228e+07
1.15000e+00	3.99486e+04	3.77514e+07
1.15000e+00	4.05545e+04	3.88149e+07
1.15000e+00	4.11688e+04	3.99142e+07
1.15000e+00	4.17931e+04	4.10512e+07
1.15000e+00	4.24276e+04	4.22282e+07
1.15000e+00	4.30741e+04	4.34515e+07
1.15000e+00	4.37257e+04	4.47229e+07
1.15000e+00	4.43854e+04	4.60456e+07
1.15000e+00	4.50521e+04	4.74241e+07
1.15000e+00	4.57265e+04	4.88666e+07
1.15000e+00	4.63984e+04	5.03741e+07
1.15000e+00	4.70792e+04	5.19563e+07
1.15000e+00	4.77542e+04	5.36172e+07
1.15000e+00	4.84346e+04	5.53699e+07
1.15000e+00	4.91068e+04	5.72220e+07
1.15000e+00	4.97745e+04	5.91823e+07
